#,Priority,Done? (y/n),Status,Category,Segment,ALM rank,Product,FILENAME 01 (front - required),FILENAME 02 (back label - optional),Price,Cost ex GST,Barcode,ALM item code,Supplier,Why this priority
321,P4,,TO ADD,Wine,STILL RED,11,Elephant In Room Pinot Noir 750mL,elephant-in-room-pinot-noir-750ml-01.jpg,elephant-in-room-pinot-noir-750ml-02.jpg,15.99,10.66,9344154011507,793441,FOURTH WAVE WINE PARTNERS,ALM top-12 in its segment
322,P4,,TO ADD,Wine,WINE SPARKLING WHITE,11,Yellowtail Bubbles 750mL,yellowtail-bubbles-750ml-01.jpg,yellowtail-bubbles-750ml-02.jpg,10.99,7.35,9322214009480,775396,CASELLA WINES PTY LTD,ALM top-12 in its segment
323,P4,,TO ADD,Wine,SPARKLING CHAMPAGNE,11,Veuve/ NV Ice Jacket 750mL,veuve-nv-ice-jacket-750ml-01.jpg,veuve-nv-ice-jacket-750ml-02.jpg,,,,940035,,ALM top-12 in its segment
324,P4,,TO ADD,Wine,STILL ROSE,11,Bob Heartsplay Rosé 750mL,bob-heartsplay-rose-750ml-01.jpg,bob-heartsplay-rose-750ml-02.jpg,,,,300298,,ALM top-12 in its segment
325,P4,,TO ADD,Spirits,RUM WHITE,11,Shipmaster Silver Ub 1L,shipmaster-silver-ub-1l-01.jpg,shipmaster-silver-ub-1l-02.jpg,,,,906879,,ALM top-12 in its segment
326,P4,,TO ADD,Spirits,TEQUILA,11,Avc Margarita Batch 750mL,avc-margarita-batch-750ml-01.jpg,avc-margarita-batch-750ml-02.jpg,,,,700273,,ALM top-12 in its segment
327,P4,,TO ADD,Spirits,GIN,12,Bombay Gin Sapphire 1L,bombay-gin-sapphire-1l-01.jpg,bombay-gin-sapphire-1l-02.jpg,109.99,74.50,5010677710251,367782,,ALM top-12 in its segment
328,P4,,TO ADD,Spirits,BOURBON,12,Woodford Reserve Bourbon 700mL,woodford-reserve-bourbon-700ml-01.jpg,woodford-reserve-bourbon-700ml-02.jpg,95.99,65.30,5099873007617,798695,,ALM top-12 in its segment
329,P4,,TO ADD,Spirits,WHISKEY,12,Toki Japanese Whisky 700mL,toki-japanese-whisky-700ml-01.jpg,toki-japanese-whisky-700ml-02.jpg,91.99,62.13,4901777303553,607690,,ALM top-12 in its segment
330,P4,,TO ADD,Spirits,RUM GOLD,12,Rusty Barrel Gold Rum 700mL,rusty-barrel-gold-rum-700ml-01.jpg,rusty-barrel-gold-rum-700ml-02.jpg,90.99,61.49,9350321000427,825293,,ALM top-12 in its segment
331,P4,,TO ADD,Spirits,RUM DARK,12,Bundaberg Select Vat 700mL,bundaberg-select-vat-700ml-01.jpg,bundaberg-select-vat-700ml-02.jpg,75.99,51.74,9310495075898,558561,,ALM top-12 in its segment
332,P4,,TO ADD,Spirits,OTHER SPIRITS,12,Akropolis Ouzo 6 pack 700mL,akropolis-ouzo-6-pack-700ml-01.jpg,akropolis-ouzo-6-pack-700ml-02.jpg,72.99,49.29,9320000030779,593626,,ALM top-12 in its segment
333,P4,,TO ADD,Spirits,RUM WHITE,12,Bacardi Coconut 27% 700mL,bacardi-coconut-27-700ml-01.jpg,bacardi-coconut-27-700ml-02.jpg,65.99,44.77,7610113028100,367520,,ALM top-12 in its segment
334,P4,,TO ADD,Spirits,SCOTCH,12,Ballantines Scotch 700mL,ballantines-scotch-700ml-01.jpg,ballantines-scotch-700ml-02.jpg,65.99,44.45,5010106113127,555940,,ALM top-12 in its segment
335,P4,,TO ADD,Rtds,RTD'S,12,Suntory -196 Lemon 10 pack 330mL,suntory-196-lemon-10-pack-330ml-01.jpg,suntory-196-lemon-10-pack-330ml-02.jpg,57.99,39.04,9316417007961,283386,,ALM top-12 in its segment
336,P4,,TO ADD,Wine,SPARKLING RED,12,Morris Sparkling Shiraz Durif 750mL,morris-sparkling-shiraz-durif-750ml-01.jpg,morris-sparkling-shiraz-durif-750ml-02.jpg,21.99,14.89,9322214005543,549038,OATLEY FINE WINE MERCHANT,ALM top-12 in its segment
337,P4,,TO ADD,Wine,STILL ROSE,12,Days Of Rosé Dry Rosé 750mL,days-of-rose-dry-rose-750ml-01.jpg,days-of-rose-dry-rose-750ml-02.jpg,19.99,13.32,9311043826313,227194,VINARCHY AUSTRALIA,ALM top-12 in its segment
338,P4,,TO ADD,Wine,SPARKLING ROSE,12,Grant Burge Prosecco Rosé NV 750mL,grant-burge-prosecco-rose-nv-750ml-01.jpg,grant-burge-prosecco-rose-nv-750ml-02.jpg,17.99,11.96,9315705876067,444822,VINARCHY AUSTRALIA,ALM top-12 in its segment
339,P4,,TO ADD,Wine,STILL RED,12,St Hallett Faith Shiraz 750mL,st-hallett-faith-shiraz-750ml-01.jpg,st-hallett-faith-shiraz-750ml-02.jpg,15.99,10.75,9316920000084,521399,VINARCHY AUSTRALIA,ALM top-12 in its segment
340,P4,,TO ADD,Wine,MOSCATO,12,Vivo Moscato 750mL,vivo-moscato-750ml-01.jpg,vivo-moscato-750ml-02.jpg,8.99,5.77,9300752371535,608201,DE BORTOLI WINES PTY LIMI,ALM top-12 in its segment
341,P4,,TO ADD,Wine,STILL WHITE,12,Lind B95 Sauvignon Blanc 750mL,lind-b95-sauvignon-blanc-750ml-01.jpg,lind-b95-sauvignon-blanc-750ml-02.jpg,8.99,5.69,9311218110223,530550,TREASURY WINE ESTATES,ALM top-12 in its segment
342,P4,,TO ADD,Wine,WINE OTHER,12,Richland Limoncello Sptz 750mL,richland-limoncello-sptz-750ml-01.jpg,richland-limoncello-sptz-750ml-02.jpg,8.99,6.07,9319020013725,221635,CALABRIA FAMILY WINES P/L,ALM top-12 in its segment
343,P4,,TO ADD,Wine,WINE SPARKLING WHITE,12,Passion Pop Original 750mL,passion-pop-original-750ml-01.jpg,passion-pop-original-750ml-02.jpg,8.99,5.90,93363808,541585,AUSTRALIAN VINTAGE-DOMEST,ALM top-12 in its segment
344,P4,,TO ADD,Wine,SPARKLING CHAMPAGNE,12,Bernard Remy Cbbrut Champ 750mL,bernard-remy-cbbrut-champ-750ml-01.jpg,bernard-remy-cbbrut-champ-750ml-02.jpg,,,,336401,,ALM top-12 in its segment
345,P4,,TO ADD,Spirits,TEQUILA,12,Casamigos Tequila Blanco 40% 1L,casamigos-tequila-blanco-40-1l-01.jpg,casamigos-tequila-blanco-40-1l-02.jpg,,,,234492,,ALM top-12 in its segment
346,P4,,TO ADD,Spirits,OTHER SPIRITS,13,Hennessy Cog VSOP 700mL,hennessy-cog-vsop-700ml-01.jpg,hennessy-cog-vsop-700ml-02.jpg,134.99,91.76,3245999484319,571491,,ALM top-12 in its segment
347,P4,,TO ADD,Spirits,TEQUILA,13,Patron Silver 700mL,patron-silver-700ml-01.jpg,patron-silver-700ml-02.jpg,112.99,76.96,0721733000739,369394,,ALM top-12 in its segment
348,P4,,TO ADD,Spirits,BOURBON,13,Wild Turkey 101 Proof 700mL,wild-turkey-101-proof-700ml-01.jpg,wild-turkey-101-proof-700ml-02.jpg,90.99,61.44,0721059777001,782199,,ALM top-12 in its segment
349,P4,,TO ADD,Spirits,RUM GOLD,13,Havana Club Añejo Es37.5% 700mL,havana-club-anejo-es37-5-700ml-01.jpg,havana-club-anejo-es37-5-700ml-02.jpg,79.99,53.92,8501110086196,144561,,ALM top-12 in its segment
350,P4,,TO ADD,Spirits,RUM WHITE,13,Malibu Coconut Rum 1L,malibu-coconut-rum-1l-01.jpg,malibu-coconut-rum-1l-02.jpg,67.99,45.72,8410024710618,501205,,ALM top-12 in its segment
351,P4,,TO ADD,Spirits,GIN,13,Begin Gin 700mL,begin-gin-700ml-01.jpg,begin-gin-700ml-02.jpg,64.99,43.83,9323594000906,527015,,ALM top-12 in its segment
352,P4,,TO ADD,Wine,STILL RED,13,Tread Softly Pinot Noir 750mL,tread-softly-pinot-noir-750ml-01.jpg,tread-softly-pinot-noir-750ml-02.jpg,14.99,9.83,9344154013730,640973,FOURTH WAVE WINE PARTNERS,ALM top-12 in its segment
353,P4,,TO ADD,Wine,WINE OTHER,13,Divas Vkat Raspberry 700mL,divas-vkat-raspberry-700ml-01.jpg,divas-vkat-raspberry-700ml-02.jpg,13.99,9.49,9331772010029,188390,DIVAS BEVERAGES AUSTRALIA,ALM top-12 in its segment
354,P4,,TO ADD,Wine,WINE SPARKLING WHITE,13,Tempus Two Var Prosecco 750mL,tempus-two-var-prosecco-750ml-01.jpg,tempus-two-var-prosecco-750ml-02.jpg,13.99,9.53,9315743503543,748828,AUSTRALIAN VINTAGE-DOMEST,ALM top-12 in its segment
355,P4,,TO ADD,Wine,MOSCATO,13,Jacobs Ck Sparkling Moscato White 750mL,jacobs-ck-sparkling-moscato-white-750ml-01.jpg,jacobs-ck-sparkling-moscato-white-750ml-02.jpg,11.99,7.53,9311043404184,505720,VINARCHY AUSTRALIA,ALM top-12 in its segment
356,P4,,TO ADD,Wine,SPARKLING RED,13,Stonegate Brut Cuvee 750mL,stonegate-brut-cuvee-750ml-01.jpg,stonegate-brut-cuvee-750ml-02.jpg,11.99,7.70,9300694001071,930721,VINTAGE HOUSE WINE & SPIR,ALM top-12 in its segment
357,P4,,TO ADD,Wine,STILL WHITE,13,Houghton White Classic 750mL,houghton-white-classic-750ml-01.jpg,houghton-white-classic-750ml-02.jpg,11.99,7.92,9311420036090,526111,VINARCHY AUSTRALIA,ALM top-12 in its segment
358,P4,,TO ADD,Wine,STILL ROSE,13,Chemin Des Sables Rosé 750mL,chemin-des-sables-rose-750ml-01.jpg,chemin-des-sables-rose-750ml-02.jpg,,,,347402,,ALM top-12 in its segment
359,P4,,TO ADD,Spirits,SCOTCH,13,Glenshiel Scotch Bis 700mL,glenshiel-scotch-bis-700ml-01.jpg,glenshiel-scotch-bis-700ml-02.jpg,,,,647250,,ALM top-12 in its segment
360,P4,,TO ADD,Spirits,VODKA,13,Greenside Premium Tas Vodka 1L,greenside-premium-tas-vodka-1l-01.jpg,greenside-premium-tas-vodka-1l-02.jpg,,,,163858,,ALM top-12 in its segment
361,P4,,TO ADD,Spirits,BOURBON,14,Makers Mark Bourbon 1L,makers-mark-bourbon-1l-01.jpg,makers-mark-bourbon-1l-02.jpg,105.99,71.73,0085246500545,770951,,ALM top-12 in its segment
362,P4,,TO ADD,Spirits,TEQUILA,14,Jose Cuervo Esp Reposado Tequila 1L,jose-cuervo-esp-reposado-tequila-1l-01.jpg,jose-cuervo-esp-reposado-tequila-1l-02.jpg,105.99,71.89,0082000491675,586064,,ALM top-12 in its segment
363,P4,,TO ADD,Spirits,SCOTCH,14,Glenlivet Founder Reserve 700mL,glenlivet-founder-reserve-700ml-01.jpg,glenlivet-founder-reserve-700ml-02.jpg,89.99,61.23,5000299609347,353071,,ALM top-12 in its segment
364,P4,,TO ADD,Wine,WINE SPARKLING WHITE,14,Croser Non Vintage 750mL,croser-non-vintage-750ml-01.jpg,croser-non-vintage-750ml-02.jpg,28.99,19.31,9338979000341,515018,VINARCHY AUSTRALIA,ALM top-12 in its segment
365,P4,,TO ADD,Wine,SPARKLING ROSE,14,Squealing Pig Spark Rosé 750mL,squealing-pig-spark-rose-750ml-01.jpg,squealing-pig-spark-rose-750ml-02.jpg,19.99,13.24,9415305000593,847805,TREASURY WINE ESTATES,ALM top-12 in its segment
366,P4,,TO ADD,Wine,STILL ROSE,14,Bone Dry Rosé 750mL,bone-dry-rose-750ml-01.jpg,bone-dry-rose-750ml-02.jpg,14.99,9.99,9352694003210,218873,DEM BONES WINES PTY,ALM top-12 in its segment
367,P4,,TO ADD,Wine,SPARKLING RED,14,Pepperjack Sparkling Shiraz 750mL,pepperjack-sparkling-shiraz-750ml-01.jpg,pepperjack-sparkling-shiraz-750ml-02.jpg,,,,706517,,ALM top-12 in its segment
368,P4,,TO ADD,Spirits,GIN,14,Bombay Gin Sapphire 1L,bombay-gin-sapphire-1l-565814-01.jpg,bombay-gin-sapphire-1l-565814-02.jpg,,,,565814,,ALM top-12 in its segment
369,P4,,TO ADD,Spirits,GIN,15,Beefeater Gin 40% 1L,beefeater-gin-40-1l-01.jpg,beefeater-gin-40-1l-02.jpg,99.99,67.84,5000329002278,550021,,ALM top-12 in its segment
370,P4,,TO ADD,Spirits,TEQUILA,15,Teremana Tequilablanco40% 700mL,teremana-tequilablanco40-700ml-01.jpg,teremana-tequilablanco40-700ml-02.jpg,99.99,67.50,7503028799114,576789,,ALM top-12 in its segment
371,P4,,TO ADD,Spirits,SCOTCH,15,Singleton Malt Master 700mL,singleton-malt-master-700ml-01.jpg,singleton-malt-master-700ml-02.jpg,82.99,56.52,5000281051413,813966,,ALM top-12 in its segment
372,P4,,TO ADD,Wine,SPARKLING RED,15,Blue Pyrenees Sparkling Shiraz NV 750mL,blue-pyrenees-sparkling-shiraz-nv-750ml-01.jpg,blue-pyrenees-sparkling-shiraz-nv-750ml-02.jpg,34.99,23.65,,56365,BLUE PYRENEES ESTATE PTY. LTD.,ALM top-12 in its segment
373,P4,,TO ADD,Wine,STILL ROSE,15,Taylors Estate Rosé 750mL,taylors-estate-rose-750ml-01.jpg,taylors-estate-rose-750ml-02.jpg,19.99,13.55,9311659001531,707563,TAYLORS WINES PTY LTD,ALM top-12 in its segment
374,P4,,TO ADD,Wine,WINE SPARKLING WHITE,15,Grant Burge Sparkling Petite Bubble 750mL,grant-burge-sparkling-petite-bubble-750ml-01.jpg,grant-burge-sparkling-petite-bubble-750ml-02.jpg,15.99,10.36,9315705825324,922249,VINARCHY AUSTRALIA,ALM top-12 in its segment
375,P4,,TO ADD,Wine,STILL RED,15,19 Crimes Shiraz 750mL,19-crimes-shiraz-750ml-01.jpg,19-crimes-shiraz-750ml-02.jpg,12.99,8.55,9311220005005,524423,TREASURY WINE ESTATES,ALM top-12 in its segment
376,P4,,TO ADD,Spirits,SCOTCH,16,Johnnie Walker Black Label 1L,johnnie-walker-black-label-1l-01.jpg,johnnie-walker-black-label-1l-02.jpg,106.99,72.49,5000267189604,14384,,ALM top-12 in its segment
377,P4,,TO ADD,Spirits,GIN,16,Beefeater Gin 700mL,beefeater-gin-700ml-01.jpg,beefeater-gin-700ml-02.jpg,66.99,45.27,5000329002193,577992,,ALM top-12 in its segment
378,P4,,TO ADD,Spirits,BOURBON,16,Cougar Bourbon 700mL,cougar-bourbon-700ml-01.jpg,cougar-bourbon-700ml-02.jpg,60.99,41.23,9300776006437,585953,,ALM top-12 in its segment
379,P4,,TO ADD,Wine,STILL ROSE,16,Bone Dry Rosé 750mL,bone-dry-rose-750ml-207084-01.jpg,bone-dry-rose-750ml-207084-02.jpg,,,,207084,,ALM top-12 in its segment
380,P4,,TO ADD,Spirits,VODKA,16,Tovaritch Vodka 37.5% 1L,tovaritch-vodka-37-5-1l-01.jpg,tovaritch-vodka-37-5-1l-02.jpg,,,,574478,,ALM top-12 in its segment
381,P4,,TO ADD,Spirits,WHISKEY,17,Fireball Cinnamon Whisky 1L,fireball-cinnamon-whisky-1l-01.jpg,fireball-cinnamon-whisky-1l-02.jpg,89.99,61.19,0088004144678,663413,,ALM top-12 in its segment
382,P4,,TO ADD,Spirits,GIN,17,Malfy Gin Rosa 700mL,malfy-gin-rosa-700ml-01.jpg,malfy-gin-rosa-700ml-02.jpg,81.99,55.57,5000299296066,930124,,ALM top-12 in its segment
383,P4,,TO ADD,Wine,STILL ROSE,17,Mud House Core Rosé 750mL,mud-house-core-rose-750ml-01.jpg,mud-house-core-rose-750ml-02.jpg,17.99,11.74,9421018071553,146940,VINARCHY AUSTRALIA,ALM top-12 in its segment
384,P4,,TO ADD,Spirits,TEQUILA,18,Herradura Tequila Plata 700mL,herradura-tequila-plata-700ml-01.jpg,herradura-tequila-plata-700ml-02.jpg,125.99,85.45,7501145233375,506302,,ALM top-12 in its segment
385,P4,,TO ADD,Spirits,WHISKEY,18,Southern Comfort 30% 1L,southern-comfort-30-1l-01.jpg,southern-comfort-30-1l-02.jpg,86.99,59.30,1210000100269,652616,,ALM top-12 in its segment
386,P4,,TO ADD,Spirits,VODKA,18,Flyka Vodka 37% 6S 700mL,flyka-vodka-37-6s-700ml-01.jpg,flyka-vodka-37-6s-700ml-02.jpg,,,,439725,,ALM top-12 in its segment
387,P4,,TO ADD,Spirits,WHISKEY,19,Bond Seven Whisky 700mL,bond-seven-whisky-700ml-01.jpg,bond-seven-whisky-700ml-02.jpg,65.99,44.57,9323594000494,557780,,ALM top-12 in its segment
388,P4,,TO ADD,Spirits,VODKA,19,Grey Goose Vodka 700mL,grey-goose-vodka-700ml-01.jpg,grey-goose-vodka-700ml-02.jpg,,,,818403,,ALM top-12 in its segment
389,P4,,TO ADD,Spirits,TEQUILA,20,Casa Blanco Agave 700mL,casa-blanco-agave-700ml-01.jpg,casa-blanco-agave-700ml-02.jpg,58.99,39.98,9356572000698,653879,,ALM top-12 in its segment
390,P4,,TO ADD,Spirits,VODKA,20,Fris Vodka 700mL,fris-vodka-700ml-01.jpg,fris-vodka-700ml-02.jpg,56.99,38.64,1210000101501,54910,,ALM top-12 in its segment
391,P4,,TO ADD,Spirits,VODKA,21,Vodka O 37.5% 1L,vodka-o-37-5-1l-01.jpg,vodka-o-37-5-1l-02.jpg,79.99,54.02,9329982019888,586190,,ALM top-12 in its segment
392,P4,,TO ADD,Spirits,WHISKEY,21,Tullamore Dew Irish Whisky 700mL,tullamore-dew-irish-whisky-700ml-01.jpg,tullamore-dew-irish-whisky-700ml-02.jpg,71.99,48.50,5011026108033,754840,,ALM top-12 in its segment
393,P4,,TO ADD,Spirits,TEQUILA,21,Patron Silver 700mL,patron-silver-700ml-387952-01.jpg,patron-silver-700ml-387952-02.jpg,,,,387952,,ALM top-12 in its segment
394,P4,,TO ADD,Spirits,VODKA,22,Pink Dot Vodka 700mL,pink-dot-vodka-700ml-01.jpg,pink-dot-vodka-700ml-02.jpg,44.99,30.08,9309000902675,144341,,ALM top-12 in its segment
